,time1,raised1,time2,raised2,shares,time3,raised3,shares2
169,,,,,,2017-08-29 20:17:10.261734,"<span class=""_191t _50f5"">Mark has raised $190,988 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","10,776 shares"
170,,,,,,2017-08-29 20:18:44.270041,"<span class=""_191t _50f5"">Mark has raised $191,468 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","10,794 shares"
171,,,,,,2017-08-29 20:20:28.860325,"<span class=""_191t _50f5"">Mark has raised $191,806 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","10,811 shares"
172,,,,,,2017-08-29 20:22:10.155302,"<span class=""_191t _50f5"">Mark has raised $192,293 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","10,824 shares"
173,,,,,,2017-08-29 20:23:34.620124,"<span class=""_191t _50f5"">Mark has raised $192,503 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","10,840 shares"
174,,,,,,2017-08-29 20:25:10.698295,"<span class=""_191t _50f5"">Mark has raised $192,733 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","10,854 shares"
175,,,,,,2017-08-29 20:26:47.236381,"<span class=""_191t _50f5"">Mark has raised $192,913 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","10,879 shares"
176,,,,,,2017-08-29 20:28:24.184822,"<span class=""_191t _50f5"">Mark has raised $193,488 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","10,890 shares"
177,,,,,,2017-08-29 20:29:50.313339,"<span class=""_191t _50f5"">Mark has raised $193,698 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","10,902 shares"
178,,,,,,2017-08-29 20:31:20.104794,"<span class=""_191t _50f5"">Mark has raised $193,918 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","10,921 shares"
179,,,,,,2017-08-29 20:32:51.448907,"<span class=""_191t _50f5"">Mark has raised $194,598 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","10,941 shares"
180,,,,,,2017-08-29 20:34:23.454694,"<span class=""_191t _50f5"">Mark has raised $194,808 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","10,958 shares"
181,,,,,,2017-08-29 20:35:47.765658,"<span class=""_191t _50f5"">Mark has raised $194,908 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","10,984 shares"
182,,,,,,2017-08-29 20:37:23.967225,"<span class=""_191t _50f5"">Mark has raised $195,188 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","11,007 shares"
183,,,,,,2017-08-29 20:39:15.496762,"<span class=""_191t _50f5"">Mark has raised $195,543 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","11,021 shares"
184,,,,,,2017-08-29 20:40:47.510386,"<span class=""_191t _50f5"">Mark has raised $195,668 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","11,034 shares"
185,,,,,,2017-08-29 20:42:29.928562,"<span class=""_191t _50f5"">Mark has raised $195,780 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","11,051 shares"
186,,,,,,2017-08-29 20:44:20.317302,"<span class=""_191t _50f5"">Mark has raised $195,950 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","11,061 shares"
187,,,,,,2017-08-29 20:45:55.030362,"<span class=""_191t _50f5"">Mark has raised $196,340 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","11,081 shares"
188,,,,,,2017-08-29 20:47:35.703445,"<span class=""_191t _50f5"">Mark has raised $197,620 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","11,101 shares"
189,,,,,,2017-08-29 20:49:19.873534,"<span class=""_191t _50f5"">Mark has raised $198,230 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","11,118 shares"
190,,,,,,2017-08-29 20:50:51.542966,"<span class=""_191t _50f5"">Mark has raised $198,535 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","11,136 shares"
191,,,,,,2017-08-29 20:52:30.361877,"<span class=""_191t _50f5"">Mark has raised $198,785 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","11,152 shares"
192,,,,,,2017-08-29 20:54:14.047052,"<span class=""_191t _50f5"">Mark has raised $199,425 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","11,173 shares"
193,,,,,,2017-08-29 20:55:44.174524,"<span class=""_191t _50f5"">Mark has raised $199,942 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","11,197 shares"
194,,,,,,2017-08-29 20:57:21.400148,"<span class=""_191t _50f5"">Mark has raised $200,362 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","11,209 shares"
195,,,,,,2017-08-29 20:58:54.463551,"<span class=""_191t _50f5"">Mark has raised $200,602 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","11,227 shares"
196,,,,,,2017-08-29 21:00:26.249772,"<span class=""_191t _50f5"">Mark has raised $200,877 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","11,250 shares"
197,,,,,,2017-08-29 21:02:15.431792,"<span class=""_191t _50f5"">Mark has raised $201,617 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","11,267 shares"
198,,,,,,2017-08-29 21:03:49.662551,"<span class=""_191t _50f5"">Mark has raised $201,837 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","11,289 shares"
199,,,,,,2017-08-29 21:05:19.725533,"<span class=""_191t _50f5"">Mark has raised $202,127 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","11,311 shares"
200,,,,,,2017-08-29 21:06:48.393158,"<span class=""_191t _50f5"">Mark has raised $202,287 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","11,327 shares"
201,,,,,,2017-08-29 21:08:17.938513,"<span class=""_191t _50f5"">Mark has raised $202,427 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","11,346 shares"
202,,,,,,2017-08-29 21:10:03.926398,"<span class=""_191t _50f5"">Mark has raised $202,802 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","11,368 shares"
203,,,,,,2017-08-29 21:11:44.455042,"<span class=""_191t _50f5"">Mark has raised $202,862 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","11,386 shares"
204,,,,,,2017-08-29 21:13:39.515022,"<span class=""_191t _50f5"">Mark has raised $203,582 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","11,399 shares"
205,,,,,,2017-08-29 21:15:28.700363,"<span class=""_191t _50f5"">Mark has raised $203,741 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","11,413 shares"
206,,,,,,2017-08-29 21:17:18.643572,"<span class=""_191t _50f5"">Mark has raised $204,991 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","11,432 shares"
207,,,,,,2017-08-29 21:19:08.366313,"<span class=""_191t _50f5"">Mark has raised $205,241 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","11,446 shares"
208,,,,,,2017-08-29 21:20:33.396876,"<span class=""_191t _50f5"">Mark has raised $205,401 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","11,466 shares"
209,,,,,,2017-08-29 21:22:21.111469,"<span class=""_191t _50f5"">Mark has raised $205,891 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","11,485 shares"
210,,,,,,2017-08-29 21:24:13.572186,"<span class=""_191t _50f5"">Mark has raised $206,301 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","11,511 shares"
211,,,,,,2017-08-29 21:25:50.494694,"<span class=""_191t _50f5"">Mark has raised $206,401 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","11,528 shares"
212,,,,,,2017-08-29 21:27:40.070551,"<span class=""_191t _50f5"">Mark has raised $206,736 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","11,553 shares"
213,,,,,,2017-08-29 21:29:29.496173,"<span class=""_191t _50f5"">Mark has raised $207,246 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","11,579 shares"
214,,,,,,2017-08-29 21:31:09.889730,"<span class=""_191t _50f5"">Mark has raised $207,731 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","11,603 shares"
215,,,,,,2017-08-29 21:33:02.831459,"<span class=""_191t _50f5"">Mark has raised $207,851 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","11,622 shares"
216,,,,,,2017-08-29 21:34:46.950077,"<span class=""_191t _50f5"">Mark has raised $208,361 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","11,651 shares"
217,,,,,,2017-08-29 21:36:25.309990,"<span class=""_191t _50f5"">Mark has raised $208,541 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","11,665 shares"
218,,,,,,2017-08-29 21:38:09.413334,"<span class=""_191t _50f5"">Mark has raised $208,696 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","11,678 shares"
219,,,,,,2017-08-29 21:40:10.343419,"<span class=""_191t _50f5"">Mark has raised $209,001 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","11,696 shares"
